rateLimitingCodons,antiShineDelgarno,ttDimerCount,otherPyrDimerCount,weightedPyrDimerCount,methylationSites,repeatRuns,deaminationSites,alkylationSites,oxidationSites,miscSites,hairpinSites,insertionSequences
BBa_J176006,0,72,47,308,90.43869999999998,11,7,132,190,160,32,14,0
BBa_I712024,26,199,162,674,236.0049,21,39,114,447,309,86,25,0
BBa_K1051105,2,8,33,41,30.702,1,1,11,30,11,8,1,0
BBa_S03645,6,18,39,69,37.634499999999996,2,6,33,45,31,7,6,0
BBa_K256008,0,79,100,330,130.84259999999998,9,9,158,211,149,71,15,0
BBa_K176085,90,112,417,565,393.1703,29,56,125,402,118,59,5,0
BBa_K177010,74,175,403,792,414.4079999999999,9,62,283,500,357,133,30,0
BBa_K208005,2,6,15,38,18.0215,1,2,33,27,18,4,2,0
BBa_I766002,23,60,203,259,186.79679999999996,7,39,41,191,93,31,5,0
BBa_K165020,11,64,125,229,131.1867,6,15,86,165,78,34,9,0
BBa_M10023,0,0,4,16,6.4155,0,0,4,6,6,3,0,0
BBa_J72001,3,3,7,17,9.023200000000003,1,0,2,12,2,0,0,0
BBa_K208003,0,3,7,20,7.9996,0,2,14,14,6,4,1,0
BBa_K133068,32,214,255,732,311.6972,23,51,112,501,310,101,22,0
BBa_K245128,0,5,15,34,18.162899999999997,1,0,13,21,11,5,1,0
BBa_K176086,89,114,416,568,393.2904,29,56,125,404,120,60,6,0
BBa_K176125,49,55,243,300,222.05319999999998,16,33,69,211,72,28,2,0
BBa_K176084,89,112,417,565,393.0774,29,56,126,402,119,59,5,0
BBa_J04051,1,67,120,261,130.9365,4,12,79,167,111,29,9,0
BBa_K209012,8,45,119,190,126.82079999999998,3,10,22,145,39,23,2,0
BBa_K315015,29,104,80,484,150.42559999999997,13,9,247,302,236,53,38,1
BBa_K176087,90,113,415,569,393.2954,29,56,125,405,120,60,6,0
BBa_K777000,7,114,228,537,260.03830000000005,14,27,298,367,224,82,35,0
BBa_K106671,10,52,151,227,146.5492,6,17,27,161,74,28,2,0
BBa_K209010,12,40,135,173,126.3406,5,20,23,138,41,15,1,0
BBa_K322124,26,214,327,837,364.1259999999999,21,57,331,548,473,111,40,0
BBa_K315014,17,104,83,477,152.0155,14,9,260,293,234,62,37,1
BBa_J18925,0,36,40,106,44.4681,2,3,58,74,58,17,5,0
BBa_K332033,46,64,174,279,166.02299999999994,10,32,90,199,85,26,4,0
BBa_K176083,89,112,417,565,393.1703,29,56,125,402,118,59,5,0
BBa_K209404,33,123,411,585,390.45829999999995,16,77,167,433,161,49,14,0
BBa_J18927,0,27,76,132,79.6211,5,16,64,92,44,22,9,0
BBa_K602003,1,93,81,455,142.52029999999996,11,17,277,291,253,36,36,0
BBa_K209411,15,90,155,699,221.3448,11,64,113,338,404,79,18,0
BBa_K1092006,0,50,20,72,24.3467,0,1,14,51,39,31,0,0
BBa_K209410,7,38,76,172,87.56169999999999,4,6,45,117,53,19,4,0
BBa_K415010,51,189,339,744,373.8571,24,48,215,508,285,71,28,0
BBa_K195200,57,304,499,1189,588.9177999999999,33,47,224,837,398,161,25,0
BBa_I766210,7,47,164,211,151.2534,5,18,15,150,57,28,2,0
BBa_M13103,2,1,11,17,10.679400000000001,0,0,5,10,4,1,0,0
BBa_K317008,22,383,264,1199,391.4574,14,51,458,822,675,173,73,0
BBa_K256023,0,80,132,321,147.1859,5,17,129,220,120,60,12,0
BBa_K1321011,0,17,19,42,20.1866,3,0,16,31,17,12,2,0
BBa_J119030,1,5,9,9,8.389199999999997,0,3,0,8,2,3,0,0
BBa_K648012,0,13,30,85,33.250899999999994,3,4,43,48,48,11,6,0
BBa_M1716,0,22,29,108,41.69949999999999,1,1,71,63,38,22,7,0
BBa_K743001,19,68,121,257,123.92399999999999,12,23,63,167,143,32,5,0
BBa_K1486019,8,21,71,86,62.6287,3,7,23,63,29,13,0,0
BBa_K371021,9,53,147,230,144.7405,4,15,31,162,78,29,4,0
BBa_M36726,0,7,4,24,5.151199999999999,0,0,16,15,16,6,1,0
BBa_K936011,7,135,211,481,235.423,11,23,222,350,219,67,26,0
BBa_K1486020,5,43,145,189,141.93320000000003,5,19,35,151,48,27,1,0
BBa_J119031,0,2,7,9,7.1343,0,0,3,7,3,2,1,0
BBa_K936010,6,124,132,371,156.49229999999997,9,7,199,267,183,67,21,0
BBa_I723017,30,204,169,681,250.49239999999995,22,13,334,495,307,77,43,0
BBa_K1321014,6,51,112,220,115.67099999999999,8,8,59,154,79,16,6,0
BBa_K1149022,0,2,3,22,5.3087,0,0,16,12,8,7,1,0
BBa_K792001,1,1,5,7,5.3751999999999995,1,1,1,6,2,1,0,0
BBa_K1123012,0,4,0,21,3.8508,2,0,17,16,9,1,2,0
BBa_K1462460,2,18,10,43,17.547,2,0,7,35,12,5,0,0
BBa_K209011,8,43,118,191,126.43669999999999,3,9,22,145,38,22,2,0
BBa_J45008,21,101,216,397,212.56449999999998,12,23,94,266,161,62,14,0
BBa_K323105,0,27,46,79,46.33630000000001,2,7,33,56,38,17,1,0
BBa_I765000,5,109,49,448,104.8035,11,13,260,274,288,62,46,0
BBa_J119033,1,3,5,9,5.9723,0,0,3,7,3,2,1,0
BBa_I712022,8,237,339,1001,442.47329999999994,5,13,374,676,304,147,33,0
BBa_K133060,8,81,33,300,68.1046,13,7,121,163,171,60,23,0
BBa_K1362431,0,1,0,6,1.7913000000000001,0,0,1,4,3,1,0,0
BBa_S03636,28,124,97,497,163.5072,14,13,263,343,241,43,38,0
BBa_K1442029,3,2,4,8,4.4162,0,0,3,6,3,0,0,0
BBa_K209001,16,82,389,406,349.1928,10,42,52,330,87,52,4,0
BBa_K200000,1,44,101,240,125.50629999999998,9,8,84,164,72,32,6,0
BBa_K249002,1,44,68,150,71.13109999999999,6,2,107,109,67,36,8,0
BBa_I712010,24,189,154,637,225.04639999999998,21,37,104,426,289,81,24,0
BBa_K879011,0,64,111,251,124.8533,3,11,73,163,109,28,9,0
BBa_K283010,0,28,40,146,51.758399999999995,5,2,57,75,68,31,11,0
BBa_K091109,3,43,61,176,80.24419999999999,7,5,79,126,60,26,9,0
BBa_K243005,0,9,2,10,2.6086,0,0,0,8,6,5,0,0
BBa_J18931,0,61,115,226,117.7189,7,11,94,152,100,35,7,0
BBa_K249008,1,73,53,316,95.2562,10,7,151,192,163,32,14,0
BBa_K245122,0,3,24,36,24.9355,0,3,11,28,5,6,0,0
BBa_J31003,13,58,140,271,158.6718,6,17,87,196,89,39,7,0
BBa_K300004,0,56,52,173,71.1609,4,4,66,116,67,42,5,0
BBa_K392006,4,99,46,546,136.69679999999997,17,11,413,337,322,44,76,0
BBa_K199121,11,41,50,134,56.95319999999999,4,12,51,89,67,10,10,0
BBa_K648009,0,4,2,10,3.8513,0,0,1,9,4,0,0,0
BBa_K133057,8,62,204,251,182.3761,8,47,71,195,90,27,3,0
BBa_K511102,9,82,64,329,106.4486,9,11,86,216,164,32,16,0
BBa_K215000,4,12,12,26,15.1813,1,0,5,24,3,4,0,0
BBa_K602000,7,85,69,422,117.0235,5,30,265,247,289,31,37,0
BBa_K093001,6,107,120,368,156.5016,0,2,90,243,135,51,10,0
BBa_J36856,3,6,12,31,15.718799999999998,0,1,11,19,8,3,2,0
BBa_K1478001,6,20,51,92,57.8637,2,3,30,67,18,9,2,0
BBa_K1478000,2,0,14,16,11.354400000000002,1,2,8,7,4,2,1,0
BBa_K382020,2,22,26,53,29.9039,1,3,8,41,9,6,0,0
BBa_K382021,11,82,117,267,141.9308,10,14,39,178,65,42,0,0
BBa_J36857,3,5,10,24,12.568599999999996,0,1,8,15,6,3,1,0
BBa_K921001,1,6,7,15,8.0545,0,0,5,12,6,1,0,0
BBa_K382025,12,84,124,282,150.1711,11,15,41,188,69,44,0,0
BBa_K382028,3,24,33,67,37.5582,2,4,10,50,13,8,0,0
BBa_K382026,3,24,33,68,38.1442,2,4,10,51,13,8,0,0
BBa_K209006,16,61,255,307,234.42239999999998,5,23,52,229,86,42,2,0
BBa_K382041,28,152,313,537,312.4715,27,31,110,391,181,62,4,0
BBa_K382027,12,84,124,281,149.58509999999998,11,15,41,187,69,44,0,0
BBa_K117000,1,13,25,44,25.605300000000003,0,5,15,32,16,8,0,0
BBa_K914001,10,48,60,130,71.02859999999998,2,5,21,109,30,17,0,0
BBa_K1479018,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1478002,2,173,86,306,112.68639999999999,10,6,128,247,147,61,8,0
BBa_K187025,2,12,15,27,13.207299999999998,1,14,5,18,20,2,0,0
BBa_B0050,3,2,13,14,12.1972,2,5,0,11,2,1,0,0
BBa_K382040,37,212,404,751,424.4984,36,42,141,528,237,98,4,0
BBa_K131000,38,287,471,887,486.78120000000007,17,77,271,687,368,114,25,1
BBa_K1172904,6,28,59,121,64.4479,1,9,37,94,49,8,3,0
BBa_K1486007,17,72,38,276,76.231,6,9,81,167,146,43,11,0
BBa_K1479014,3,7,8,19,10.015499999999998,1,0,2,16,5,0,0,0
BBa_K1172901,7,94,131,374,161.58319999999998,9,21,214,247,167,58,23,0
BBa_K914002,6,40,52,111,60.252399999999994,1,5,16,92,28,13,0,0
BBa_K145014,8,237,350,1019,454.22069999999997,6,11,386,683,308,152,34,0
BBa_K1479016,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70030,0,7,11,14,9.2176,2,0,1,9,6,3,0,0
BBa_K259004,5,10,5,27,7.194,0,1,15,25,12,4,0,0
BBa_I716336,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70036,2,12,2,27,6.3221,0,0,4,19,14,4,1,0
BBa_K130000,4,75,94,269,121.74369999999999,6,7,140,199,99,45,14,0
BBa_K143002,12,94,176,341,189.86479999999997,14,23,108,251,122,33,12,0
BBa_K818000,162,435,878,1846,953.9359000000001,38,157,632,1249,716,230,64,1
BBa_K1351002,1,2,3,15,6.3054,0,0,7,12,4,1,0,0
BBa_K1085003,0,32,19,108,26.708599999999997,15,2,56,79,59,2,4,0
BBa_K123000,3,26,16,155,44.737700000000004,3,3,76,88,80,12,15,0
BBa_K525515,0,114,171,610,243.55549999999997,20,12,280,358,242,104,37,0
BBa_K1085007,0,17,10,70,16.3832,11,2,37,49,32,1,4,0
BBa_K1399001,0,66,120,257,130.70629999999997,3,12,78,165,109,29,8,0
BBa_J70034,1,12,2,26,6.218100000000001,0,0,4,18,14,4,1,0
BBa_K1351021,0,64,110,249,123.2861,3,11,69,159,107,29,7,0
BBa_K1351011,7,55,111,211,121.44189999999996,6,26,73,163,71,18,8,0
BBa_K1085029,0,40,45,133,47.7132,15,11,63,98,67,9,4,0
BBa_J70040,2,12,0,24,3.1234,4,0,4,15,18,3,3,0
BBa_K1351010,10,40,57,160,74.60690000000001,6,6,47,118,56,12,1,0
BBa_K1399006,9,52,158,236,153.3873,4,16,40,166,75,31,3,0
BBa_K1351001,1,4,7,13,7.8465,0,0,5,11,6,1,0,0
BBa_J44001,0,0,5,7,4.9861,0,0,0,3,1,0,0,0
BBa_K1351006,15,65,206,299,191.6254,2,28,90,210,90,39,4,0
BBa_K1351000,0,1,3,9,4.235399999999999,1,0,4,6,4,2,0,0
BBa_K1351013,1,9,42,48,39.34770000000001,1,4,8,31,7,8,1,0
BBa_K1351007,1,36,150,196,142.45339999999996,3,23,54,151,38,15,2,0
BBa_K1399005,9,52,159,233,153.2672,4,16,40,164,74,32,3,0
BBa_K1399002,0,66,118,259,130.1414,3,12,79,165,110,31,8,0
BBa_K104004,18,54,153,205,149.13380000000004,3,31,47,167,57,18,3,0
BBa_K1399008,9,52,159,235,154.43919999999997,4,16,40,166,74,30,3,0
BBa_K143037,6,49,172,258,175.30189999999996,9,21,68,190,76,30,11,0
BBa_K1122000,6,23,78,117,80.5237,1,19,29,89,35,8,3,0
BBa_K1399007,9,52,160,236,155.1242,4,16,40,166,74,30,3,0
BBa_K1351008,3,10,23,33,24.524499999999996,1,1,12,28,6,6,0,0
BBa_K1085034,1,31,28,128,42.65859999999999,15,5,58,91,46,7,4,0
BBa_K1351026,3,4,18,20,14.297699999999999,0,5,7,11,9,4,0,0
BBa_K1399004,9,52,160,234,153.9522,4,16,39,166,74,29,3,0
BBa_K823020,13,46,167,183,144.65449999999998,0,19,16,130,53,22,1,0
BBa_K302011,11,31,94,117,86.63149999999997,0,18,30,90,31,16,0,0
BBa_K143032,18,63,144,271,155.60089999999997,1,21,130,202,89,31,14,0
BBa_K1351012,1,9,41,48,38.7667,1,4,8,31,7,8,1,0
BBa_K143035,1,78,80,252,87.95709999999998,8,7,154,192,142,44,17,0
BBa_K143036,20,82,234,329,228.12169999999998,6,29,58,247,97,39,5,0
BBa_K302001,3,19,64,98,64.798,3,14,23,76,23,12,2,0
BBa_K1399003,0,66,119,258,131.1933,3,12,79,165,109,30,8,0
BBa_K823031,5,18,86,125,86.85730000000001,1,12,52,84,26,22,4,0
BBa_K104006,28,67,289,342,266.9569,3,48,82,258,80,47,6,0
BBa_K294055,9,52,152,225,147.40419999999997,4,15,32,161,74,28,3,0
BBa_K302007,17,72,162,251,163.42690000000002,9,24,53,196,67,26,5,0
BBa_K302008,19,52,187,214,162.07139999999998,5,40,55,143,72,36,2,0
BBa_K302010,9,48,114,249,134.30899999999997,7,20,86,176,84,14,4,0
BBa_K302006,7,38,140,149,127.49279999999997,2,24,21,127,33,20,0,0
BBa_K104003,1,4,0,6,0.1595,0,2,2,5,8,0,1,0
BBa_K104005,0,2,1,3,0.6143,0,1,2,3,5,1,0,0
BBa_I714035,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23015,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23087,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23057,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72133,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I739301,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J45999,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72150,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_I725013,0,99,180,413,210.9607,10,17,131,265,151,60,16,0
BBa_I725014,0,109,417,932,484.7446,25,65,309,515,346,133,29,0
BBa_I725015,0,75,182,416,211.3199,10,30,133,240,169,70,16,0
BBa_I72512,0,53,138,289,158.93480000000002,3,15,97,186,98,45,9,0
BBa_J72151,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72135,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K300979,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1321306,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72132,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K300984,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K175003,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23017,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K208002,0,0,17,17,15.222299999999999,0,3,2,9,3,1,0,0
BBa_K1321305,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J42039,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K936035,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K615003,48,76,97,450,162.24229999999997,13,12,202,297,200,40,26,0
BBa_V1001,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K300078,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_M36112,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_M36114,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K624032,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72137,68,265,646,1230,675.0707,34,92,495,818,468,174,46,0
BBa_V1000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K300985,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1002,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K615002,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1007,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1016,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1012,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1003,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1005,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1013,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1006,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1004,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1014,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1023,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1020,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1009,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1021,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1022,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1017,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1011,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1018,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1321346,2,77,177,298,177.41359999999997,8,13,110,210,92,43,7,0
BBa_K863101,0,30,18,136,36.3221,5,2,95,89,82,7,22,0
BBa_V1010,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1019,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1321092,0,59,26,164,53.70789999999999,5,2,114,118,80,7,22,0
BBa_V1024,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_V1015,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1321341,2,77,178,298,178.08749999999998,8,14,110,210,91,43,7,0
BBa_K1321349,0,91,125,362,154.62499999999997,12,12,186,246,156,42,27,0
BBa_K1321090,0,56,26,197,52.07619999999999,3,4,87,105,102,20,8,0
BBa_K863111,2,16,70,73,59.21469999999999,1,3,18,53,18,8,0,0
BBa_K1321094,2,45,78,100,76.49650000000001,1,3,38,82,16,8,0,0
BBa_K1321348,0,88,126,394,153.5632,10,15,160,233,177,55,15,0
BBa_K1321342,0,91,126,361,155.1949,12,13,187,246,155,42,29,0
BBa_K1321122,0,46,35,175,55.313399999999994,8,2,109,118,96,19,24,0
BBa_K1321151,2,46,100,120,84.0127,2,8,34,89,40,26,3,0
BBa_K1321154,2,46,99,119,83.3277,2,7,35,89,40,26,3,0
BBa_K823032,5,18,86,129,87.6624,1,12,53,87,27,22,4,0
BBa_K1321121,2,32,87,112,78.20599999999999,4,3,32,82,32,20,2,0
BBa_K1321093,6,81,122,253,134.27429999999998,8,8,82,186,82,16,6,0
BBa_K1321120,0,43,35,208,53.6817,6,4,82,105,118,32,10,0
BBa_K1321152,0,60,48,183,61.120099999999994,6,7,111,125,104,25,25,0
BBa_K863110,2,15,71,70,59.57659999999999,1,3,15,50,17,8,0,0
BBa_K805011,5,122,116,481,180.5417,23,4,178,312,206,62,26,0
BBa_K118028,22,158,421,704,429.9343999999999,21,54,254,520,215,94,17,0
BBa_K633000,0,110,267,599,308.774,17,37,278,402,246,89,26,0
BBa_K1321096,6,81,122,254,134.86029999999997,8,8,83,187,82,16,6,0
BBa_K861120,5,109,161,389,172.0426,12,32,198,261,190,60,27,2
BBa_K1044000,11,89,101,410,150.6155,11,10,243,270,202,49,27,0
BBa_J72149,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K861100,20,221,296,932,393.5035,29,28,491,614,405,150,58,1
BBa_K336052,33,375,239,1576,441.68359999999996,55,39,894,1029,911,186,148,0
BBa_K861110,17,191,269,802,340.85220000000004,13,21,414,527,360,121,46,0
BBa_K336020,9,222,161,945,289.8714,27,30,502,590,549,136,72,0
BBa_K336021,2,47,36,186,60.87689999999999,6,5,84,120,98,29,11,0
BBa_K1043006,56,248,544,1103,630.4207999999999,28,48,229,795,288,132,18,0
BBa_K1044003,17,156,215,826,329.6277999999999,18,16,504,537,327,98,68,0
BBa_K861130,35,276,372,1201,479.6269,25,40,717,840,534,158,80,1
BBa_K336051,12,214,201,854,310.7307,26,29,409,551,418,121,64,0
BBa_K1044004,30,185,227,972,348.6615,30,32,573,603,486,104,82,0
BBa_K1043005,57,335,454,1251,593.2803999999999,39,29,220,898,400,167,23,0
BBa_K358019,61,115,200,522,248.80079999999998,8,26,216,367,175,69,24,0
BBa_K863121,9,53,152,235,149.23989999999995,4,15,36,167,81,28,3,0
BBa_K143099,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K574006,131,215,319,992,425.1619,48,64,344,625,397,128,39,0
BBa_I0424,140,266,237,1143,396.9883,47,28,461,743,491,125,48,0
BBa_S04301,20,91,104,371,143.62120000000002,10,7,157,247,149,43,24,0
BBa_K266002,20,91,104,371,143.62120000000002,10,7,157,247,149,43,24,0
BBa_I726081,96,228,381,985,450.8334,39,50,343,654,401,103,30,0
BBa_I732923,113,428,868,1922,957.3196999999999,64,99,814,1311,751,270,89,3
BBa_J06402,57,95,107,425,164.58659999999998,21,10,188,285,154,53,20,0
BBa_K091190,108,253,444,1044,521.2376,52,69,309,709,360,127,35,1
BBa_K082032,19,55,93,293,119.66940000000002,15,9,102,160,126,51,4,0
BBa_K106002,28,104,349,547,347.44149999999996,15,48,117,380,199,57,17,1
BBa_K106001,88,242,1006,1328,958.5328,22,175,244,953,323,123,17,0
BBa_K106692,81,225,680,976,680.9434999999999,20,95,162,760,241,92,14,0
BBa_K106011,29,74,219,343,220.75230000000002,13,33,54,249,99,40,3,0
BBa_K106003,28,104,350,547,347.54049999999995,15,48,117,379,199,57,17,1
BBa_K106013,44,88,279,438,288.495,10,41,65,326,112,46,8,0
BBa_K1033902,0,54,110,210,117.5458,3,8,89,150,90,24,13,0
BBa_K1033932,0,57,112,219,117.3617,6,11,99,146,99,37,8,0
BBa_K106012,29,74,219,342,220.74120000000002,13,33,54,248,98,40,3,0
BBa_K1033906,0,76,92,239,110.80659999999999,5,9,109,171,100,28,16,0
BBa_K1033916,0,48,105,221,112.92779999999998,4,9,105,151,96,26,11,0
BBa_K1011000,0,106,131,396,172.60509999999996,5,5,205,286,148,68,23,0
BBa_I715022,0,48,76,178,85.47409999999999,3,5,48,117,85,15,7,0
BBa_J52035,6,37,42,181,68.29669999999999,5,5,40,107,68,28,6,0
BBa_K1027002,0,73,183,314,185.63600000000002,13,32,133,218,127,78,17,0
BBa_K079015,6,77,236,375,218.987,4,38,170,227,153,82,15,0
BBa_K076016,5,70,14,172,43.7644,10,2,85,119,100,18,14,0
BBa_K1033910,0,81,101,240,116.63909999999998,7,10,86,172,106,40,8,0
BBa_K082006,16,26,201,179,168.59169999999997,3,30,46,125,43,19,0,0
BBa_K1037003,8,102,192,484,232.72169999999997,20,18,274,332,222,65,22,0
BBa_K1051113,1,1,14,20,14.3662,0,0,4,16,2,1,0,0
BBa_K1037002,6,147,244,746,328.708,33,21,404,489,295,104,47,1
BBa_K1037000,2,46,120,267,141.46169999999998,12,10,115,178,99,34,15,0
BBa_K1061012,14,88,153,372,172.10129999999998,11,44,146,255,180,31,14,0
BBa_K1061015,11,60,87,323,125.66229999999999,8,11,102,199,131,46,10,0
BBa_K1033000,24,177,74,707,191.27759999999998,30,21,415,448,389,81,77,0
BBa_K1129002,1,81,72,342,113.27929999999998,13,6,169,216,162,47,29,0
BBa_K1072001,4,92,173,430,201.48419999999996,11,17,232,286,176,86,24,0
BBa_K1037001,11,75,125,334,149.93579999999997,9,17,183,234,155,47,19,0
BBa_K1129003,13,182,66,687,183.12109999999998,35,10,363,434,388,65,66,0
BBa_K1033933,0,55,108,253,123.31830000000001,5,11,101,179,111,28,11,0
BBa_K1061016,13,85,155,370,173.14819999999995,10,45,148,252,179,32,14,0
BBa_K1061001,16,25,46,153,63.4461,6,6,52,92,63,18,5,0
BBa_K1061003,33,213,167,727,241.11249999999998,21,33,169,484,366,73,28,1
BBa_K1159000,30,86,285,386,272.078,3,47,76,288,108,45,5,1
BBa_K118002,8,57,109,325,132.08469999999997,10,13,190,204,151,54,30,0
BBa_K1159002,33,106,270,502,290.7647999999999,17,40,151,358,168,53,9,0
BBa_K1159001,7,80,55,241,102.3687,11,5,31,177,81,22,4,0
BBa_K1162006,0,5,31,31,26.8507,0,8,19,24,8,4,2,0
BBa_K1159004,26,100,175,360,198.53019999999995,10,29,61,264,107,46,4,0
BBa_K118016,6,99,162,454,211.17809999999997,15,10,219,309,173,63,21,0
BBa_K1159201,0,1,6,10,5.7862,0,0,3,6,2,2,0,0
BBa_K1159112,0,152,163,563,221.0984,22,18,230,383,263,65,20,1
BBa_K1159200,0,37,58,107,60.72659999999999,1,3,22,83,27,9,1,0
BBa_K1129024,92,189,146,778,239.2859,29,15,472,476,386,103,76,0
BBa_K1129005,10,109,135,439,189.04109999999997,11,6,126,305,140,47,18,0
BBa_K1189013,0,3,19,32,19.796899999999997,0,5,14,21,9,7,3,0
BBa_K118015,6,99,162,454,210.6032,15,10,220,309,174,63,21,0
BBa_K1199042,0,69,94,316,130.0528,12,4,173,210,156,55,20,0
BBa_K1218005,0,90,86,289,116.3887,5,10,151,206,134,46,18,0
BBa_K1333004,1,14,51,109,60.241600000000005,2,0,25,72,30,14,2,0
BBa_K1199045,1,108,160,507,216.1676,20,8,263,338,236,93,30,0
BBa_K1323011,22,25,222,162,176.87589999999997,1,32,27,124,33,16,0,0
BBa_K1323010,0,48,198,147,157.06889999999999,5,30,18,131,39,14,1,0
BBa_K1199041,0,33,60,158,73.2849,6,4,80,107,68,32,9,0
BBa_K1333005,1,10,39,93,48.028299999999994,2,3,37,61,28,11,1,0
BBa_K1199044,0,65,112,254,124.2249,7,9,124,166,113,47,16,0
BBa_K1333201,15,77,164,302,168.34859999999998,6,30,76,220,105,35,5,1
BBa_K1218007,0,103,106,381,154.7429,9,5,202,267,136,67,31,0
BBa_K1218006,2,75,145,361,162.37789999999998,7,17,216,228,169,57,18,0
BBa_K1333200,15,77,163,301,167.7565,6,30,76,220,104,35,5,1
BBa_K1438001,3,39,87,159,98.4426,5,7,50,124,42,26,0,0
BBa_K1497032,0,102,142,313,157.54129999999995,13,23,99,241,115,53,6,0
BBa_K1460004,29,58,83,307,112.1972,12,26,145,184,152,38,19,0
BBa_K1497008,4,17,18,63,27.4807,1,1,22,46,18,6,2,0
BBa_K1554001,23,80,185,337,187.0587,13,32,69,218,137,54,6,0
BBa_K174010,27,147,395,592,397.08809999999994,12,79,155,452,190,73,11,0
BBa_K1497031,0,102,143,313,158.12229999999997,13,23,98,241,115,52,6,0
BBa_K314201,1,7,15,96,30.6857,3,1,58,53,45,12,6,0
BBa_K314011,0,106,260,502,277.5161,12,45,227,349,194,61,25,0
BBa_K299806,5,56,112,223,113.34679999999999,2,21,110,155,108,33,13,0
BBa_K1497009,21,134,185,439,216.44179999999997,16,21,80,326,156,58,8,0
BBa_K1537026,19,143,192,415,221.50259999999997,13,16,54,318,123,51,7,0
BBa_K314012,0,110,245,482,259.2299,10,39,227,333,205,62,32,0
BBa_K314015,0,110,244,481,257.97,10,39,227,332,206,63,32,0
BBa_K1499200,12,97,47,378,101.5289,6,16,255,233,215,51,34,0
BBa_K1554002,32,134,230,484,252.1218,16,28,100,338,166,68,5,0
BBa_K1537025,19,132,182,398,213.39009999999996,12,15,59,304,95,57,5,0
BBa_K322237,24,162,278,608,324.0971,12,43,185,436,213,73,13,0
BBa_K1497010,20,91,165,376,196.16139999999996,11,17,100,265,124,42,8,0
BBa_K398005,0,50,97,258,129.8743,4,3,121,161,70,42,7,0
BBa_K581012,103,256,410,1091,507.61429999999996,10,21,404,738,328,167,35,0
BBa_K562006,34,108,110,380,151.67299999999997,13,12,194,274,172,42,22,0
BBa_K562003,22,92,142,429,177.85849999999996,11,18,258,293,195,45,34,0
BBa_K411208,0,66,120,257,130.70629999999997,3,12,78,165,109,29,8,0
